ID,Decision,Build_Selfcon,Tier,Marital_Status,Employer_Type,OldEmi_d,BankSave_d,Age,YrsAdd,YrsJob,TotInc,MarVal,LoanReq,Term,CalcEmi,IIR,IAR,OldEmi,LTV,FOIR
MDG-OF9E-583671,1,Self Contruction,3,Married,Govt,0,0,41,6,19,25650,1403509,800000,180,12312.03027,48.00011803,76.99831315,0,56.99999074,48.00011803
MDG-4436-788095,1,Self Contruction,3,Unmarried,Ind/SmallBus,0,0,24,20,30,42463,987000,789600,84,16136.11035,38.00040118,67.9987794,0,80,38.00040118
MDG-1059-902081,1,Self Contruction,3,Unmarried,Ind/SmallBus,0,0,27,1,1,24957,800000,600000,180,9234.030273,36.99976068,67.00065501,0,75,36.99976068
MDG-D0SH-515945,1,Self Contruction,3,Married,Business,0,0,35,4,12,22800,500000,400000,180,6156.02002,27.0000878,45.00014634,0,80,27.0000878
MDG-OJ28-781023,1,Self Contruction,3,Married,Business,0,0,42,10,6,38475,1481481,800000,180,12312.03027,32.00007868,70.99954024,0,54.00001755,32.00007868
MDG-VI50-924203,1,Self Contruction,3,Married,Ind/SmallBus,0,0,36,1,11,14657,1904762,400000,180,6156.02002,42.00054595,76.00024715,0,20.99999895,42.00054595
MDG-G1V2-871939,1,Self Contruction,3,Unmarried,Ind/SmallBus,0,0,27,12,2,21358,894737,680000,180,10465.23047,48.9991126,69.00000309,0,75.99998659,48.9991126
MDG-L6FH-756564,0,Self Contruction,3,Married,Business,0,0,40,10,10,45265,1369863,1000000,180,15390.04004,33.99986753,83.00097098,0,73.00000073,33.99986753
MDG-F014-727714,1,Self Contruction,3,Married,Ind/SmallBus,0,0,41,6,11,13924,575758,380000,180,5848.220215,42.001007,97.00149635,0,65.99995137,42.001007
MDG-J82X-614937,1,Self Contruction,3,Married,Corporate,0,0,37,15,12,27623,1400000,700000,180,10773.03027,39.0002182,90.00025291,0,50,39.0002182
MDG-KQ7L-672772,1,Self Contruction,3,Unmarried,Ind/SmallBus,0,0,33,3,7,20841,1101695,650000,180,10003.53027,47.99928158,93.00418625,0,58.99999546,47.99928158
MDG-Z7LB-847539,0,Self Contruction,3,Married,Corporate,0,0,30,3,3,26134,1200000,900000,180,13851.04004,53.00007668,73.00010561,0,75,53.00007668
MDG-3TB2-836358,1,Self Contruction,3,Married,Ind/SmallBus,0,0,40,5,11,16638,500000,400000,180,6156.02002,36.9997597,71.00369111,0,80,36.9997597
MDG-PP65-969203,1,Self Contruction,3,Married,Corporate,0,0,35,2,2,19647,1000000,600000,180,9234.030273,46.999696,88.00181334,0,60,46.999696
MDG-CMN6-786192,0,Self Contruction,3,Unmarried,Ind/SmallBus,0,0,24,15,3,15390,666667,400000,180,6156.02002,40.00013008,66.00214452,0,59.99997,40.00013008
MDG-I964-526174,1,Self Contruction,3,Married,Corporate,0,0,30,1,1,17275,733333,550000,180,8464.519531,48.99866588,91.99564755,0,75.00003409,48.99866588
MDG-3VC0-974778,1,Self Contruction,3,Unmarried,Corporate,0,1,33,7,1,19084,1192308,620000,180,9541.830078,49.99910961,96.00392472,0,51.99998658,49.99910961
MDG-0132-961529,1,Self Contruction,3,Married,Business,0,0,47,35,32,19508,753425,550000,120,9558.870117,48.9997443,77.99975616,0,72.99996682,48.9997443
MDG-273S-931132,0,Self Contruction,3,Married,Business,0,0,24,20,10,26196,1038961,800000,180,12312.03027,46.99965748,55.99940996,0,77.00000289,46.99965748
MDG-49A9-563650,1,Self Contruction,3,Married,Ind/SmallBus,1,0,28,1,3,38740,1196721,730000,180,11234.73047,29.00033678,65.00075485,8120,61.00001588,49.96058459
MDG-VAIY-716306,0,Self Contruction,3,Married,Business,0,0,34,3,10,24957,1395349,600000,180,9234.030273,36.99976068,54.00017704,0,42.99999498,36.99976068
MDG-8909-960823,0,Self Contruction,3,Married,Business,0,0,47,10,26,49645,1298701,1000000,180,15390.04004,31.00018137,50.99923796,0,77.00001771,31.00018137
MDG-25C9-841362,1,Self Contruction,3,Married,Business,1,0,33,4,15,39725,1702128,800000,120,13903.80957,35.00014996,87.00212484,5319,46.9999906,48.38970313
MDG-X8S3-660955,1,Self Contruction,3,Unmarried,Corporate,0,0,24,3,4,23085,1500000,750000,180,11542.53027,50.00013114,85.99709636,0,50,50.00013114
MDG-1HU2-540090,1,Self Contruction,3,Married,Business,0,0,51,1,15,27597,4285714,600000,168,9383.030273,34.00018217,73.00264742,0,14.00000093,34.00018217
MDG-3V90-537994,1,Self Contruction,3,Married,Govt,0,0,37,4,10,28350,1521739,700000,180,10773.03027,38.00010678,82.99715157,0,46.00000394,38.00010678
MDG-XG8Z-510714,1,Self Contruction,3,Married,Corporate,1,0,29,1,1,39515,1301370,950000,180,14620.54004,36.99997479,69.00061371,4572,72.99999232,48.57026456
MDG-B0UN-555101,1,Self Contruction,3,Married,Business,1,0,37,7,7,44394,986842,750000,180,11542.53027,26.00020335,74.00006586,10508,76.00000811,49.67006864
MDG-J7H0-730896,1,Self Contruction,3,Married,Ind/SmallBus,0,0,33,1,2,15390,882353,450000,180,6925.52002,45.00013008,91.99681216,0,50.9999966,45.00013008
MDG-5134-814461,0,Self Contruction,3,Married,Govt,0,0,30,1,3,16208,769231,300000,60,7455.77002,46.0005554,86.99848331,0,38.9999883,46.0005554
MDG-6MSX-776605,1,Self Contruction,3,Married,Corporate,0,0,37,1,1,25127,1000000,800000,180,12312.03027,48.99920513,96.00023605,0,80,48.99920513
MDG-ORU0-765225,1,Self Contruction,3,Married,Business,0,0,40,1,15,41973,1607143,900000,180,13851.04004,32.99988097,67.00062903,0,55.99999502,32.99988097
MDG-0I51-704015,1,Self Contruction,3,Married,Corporate,0,0,40,1,1,40014,1155556,520000,180,8002.819824,20.00004954,65.00016102,0,44.99998269,20.00004954
MDG-3E54-675901,1,Self Contruction,3,Married,Govt,0,0,45,2,14,17100,892857,500000,180,7695.02002,45.00011707,98.00076439,0,56.00000896,45.00011707
MDG-MSXH-613030,1,Self Contruction,3,Married,Corporate,0,0,32,1,3,25345,853659,350000,120,6082.919922,24.00047316,43.99942077,0,40.99997774,24.00047316
MDG-46PF-797904,1,Self Contruction,3,Unmarried,Ind/SmallBus,0,0,26,1,2,12116,1193548,370000,180,5694.319824,46.99834784,74.00025762,0,31.00001005,46.99834784
MDG-M50M-557585,1,Self Contruction,3,Married,Business,0,1,36,5,12,48968,1296296,700000,180,10773.03027,22.00014351,59.00120638,0,54.00001234,22.00014351
MDG-DF5U-952070,1,Self Contruction,3,Married,Ind/SmallBus,0,0,28,2,6,22444,1093750,700000,180,10773.03027,47.99960022,84.00023605,0,64,47.99960022
MDG-8F21-889697,0,Self Contruction,3,Married,Business,0,0,47,1,8,169290,1294118,880000,180,13543.24023,8.000023767,10.00002971,0,67.99998145,8.000023767
MDG-DXJ3-684720,1,Self Contruction,3,Married,Ind/SmallBus,1,0,44,15,20,33276,1212121,800000,180,12312.03027,36.99973036,91.99753623,2036,66.00001155,43.11825422
MDG-1I2A-718389,1,Self Contruction,3,Married,Business,1,0,35,1,4,49761,2155556,970000,180,14928.33984,30.00008007,51.00044359,9947,44.99999072,49.98963012
MDG-LJ9J-919732,1,Self Contruction,3,Married,Corporate,0,0,30,1,3,30466,1212500,970000,180,14928.33984,48.99999949,85.99769482,0,80,48.99999949
MDG-92MG-783333,1,Self Contruction,3,Married,Govt,0,0,56,1,27,24853,1468750,470000,60,11680.70996,46.99919511,76.99874727,0,32,46.99919511
MDG-OR6J-814120,1,Self Contruction,3,Married,Business,0,0,40,15,18,27253,1393443,850000,180,13081.54004,48.00036708,92.00042225,0,60.99998349,48.00036708
MDG-S92H-893279,1,Self Contruction,3,Married,Business,0,0,54,10,25,35469,1515152,1000000,120,17379.76953,48.9998859,87.99883307,0,65.99997888,48.9998859
MDG-R25S-803048,1,Self Contruction,3,Married,Corporate,1,0,51,2,22,42484,825000,660000,120,11470.65039,26.9999303,69.99847678,8930,80,48.0196083
MDG-4WO2-513631,1,Self Contruction,3,Married,Govt,0,0,45,12,17,16646,1204545,530000,180,8156.720215,49.00108263,84.00329778,0,44.0000166,49.00108263
MDG-W26L-510552,1,Self Contruction,3,Married,Corporate,0,0,43,4,1,28856,1000000,750000,180,11542.53027,40.00045146,72.00131167,0,75,40.00045146
MDG-40ZB-639560,1,Self Contruction,3,Married,Corporate,0,0,38,1,4,34834,2205882,750000,84,15326.84961,43.9996831,94.00091757,0,34.00000544,43.9996831
MDG-6A0S-975099,1,Self Contruction,3,Married,Business,1,0,36,30,15,59192,1298701,1000000,180,15390.04004,26.0002028,74.00125037,6192,77.00001771,36.46107589
MDG-1U3K-765602,1,Self Contruction,3,Married,Govt,0,0,43,20,18,24300,1224490,600000,180,9234.030273,38.00012458,72.00023605,0,48.99999183,38.00012458
MDG-62S9-714718,1,Self Contruction,3,Unmarried,Business,0,0,26,1,6,36441,1250000,650000,120,11296.84961,31.00038311,46.00069065,0,52,31.00038311
MDG-DKE3-760336,1,Self Contruction,3,Married,Business,0,0,27,30,10,33229,698529,475000,180,7310.27002,21.99966902,48.99973202,0,68.00004008,21.99966902
MDG-DO9Z-608380,1,Self Contruction,3,Married,Business,0,0,34,4,10,69955,5000000,1000000,180,15390.04004,21.99991429,61.99911388,0,20,21.99991429
MDG-JW1O-569939,1,Self Contruction,3,Married,Corporate,0,0,29,2,2,24184,1084507,770000,180,11850.33008,49.00070327,79.00220052,0,71.00000277,49.00070327
MDG-22J0-680700,1,Self Contruction,3,Married,Corporate,0,0,38,6,1,28267,1200000,900000,180,13851.04004,49.00074305,98.99964291,0,75,49.00074305
MDG-V7VA-685128,1,Self Contruction,3,Married,Business,0,0,38,2,10,69955,1785714,1000000,180,15390.04004,21.99991429,33.99986753,0,56.00000896,21.99991429
MDG-M6GM-937409,0,Self Contruction,3,Married,Business,0,0,49,2,14,51258,1222222,330000,60,8201.349609,16.0001358,49.00131212,0,27.00000491,16.0001358
MDG-27Q3-635205,0,Self Contruction,3,Unmarried,Business,0,0,26,20,7,25092,1000000,750000,180,11542.53027,46.00083801,61.00058278,0,75,46.00083801
MDG-45N0-867887,1,Self Contruction,3,Married,Govt,0,0,33,2,8,46636,2380952,1000000,180,15390.04004,33.00034317,79.99812891,0,42.00000672,33.00034317
MDG-FPY1-699810,1,Self Contruction,3,Unmarried,Govt,0,0,28,2,2,33276,1052632,800000,180,12312.03027,36.99973036,72.00017704,0,75.9999696,36.99973036
MDG-1131-565060,1,Self Contruction,3,Married,Corporate,0,0,29,5,5,20777,675000,540000,180,8310.620117,39.99913422,65.99920678,0,80,39.99913422
MDG-55G6-644595,1,Self Contruction,3,Married,Corporate,0,0,36,3,3,33904,1818182,800000,180,12883.37012,37.99955792,79.00030732,0,43.9999956,37.99955792
MDG-CFUA-790828,0,Self Contruction,3,Married,Govt,0,0,43,23,23,22669,1000000,600000,120,10427.86035,46.00053091,78.00030183,0,60,46.00053091
MDG-CPC8-518498,0,Self Contruction,3,Married,Business,1,0,39,3,20,29194,400000,300000,84,6130.740234,21.0000008,56.99832869,9006,75,51.84880535
MDG-0SFS-655986,1,Self Contruction,3,Married,Corporate,0,0,31,1,4,25127,1142857,800000,180,12312.03027,48.99920513,86.99851804,0,70.00000875,48.99920513
MDG-WFB1-801254,0,Self Contruction,3,Married,Business,1,0,34,5,12,91472,1250000,1000000,120,17379.76953,19.00009788,86.00014613,30122,80,51.93039349
MDG-0J7S-854656,1,Self Contruction,3,Married,Corporate,0,0,24,1,4,33783,1304348,900000,180,13851.04004,41.00002972,70.99820616,0,68.9999908,41.00002972
MDG-YM7P-585218,1,Self Contruction,3,Married,Business,0,0,41,2,12,118346,2631579,500000,82,11834.62012,10.000017,15.00008887,0,18.99999962,10.000017
MDG-91KY-658752,1,Self Contruction,3,Married,Corporate,1,0,39,36,5,46636,1515152,1000000,180,15390.04004,33.00034317,79.00025686,7392,65.99997888,48.85075915
MDG-7TU0-761850,1,Self Contruction,3,Married,Business,1,0,45,5,19,64125,1587302,1000000,180,15390.04004,24.00006244,56.00043679,16275,62.99998362,49.3801794
MDG-I0C8-783856,1,Self Contruction,3,Unmarried,Corporate,0,0,28,20,5,36643,2325581,1000000,180,15390.04004,41.99994553,62.99905866,0,43.00000731,41.99994553
MDG-92B9-854029,1,Self Contruction,3,Married,Business,1,0,38,8,16,37435,1551724,900000,180,13851.04004,37.00024052,77.99887397,4118,58.00000516,48.00064122
MDG-46UD-970803,0,Self Contruction,3,Married,Business,0,0,46,3,10,62131,806452,500000,60,12426.29004,20.00014492,23.00014815,0,61.99997024,20.00014492
MDG-2S94-882687,1,Self Contruction,3,Married,Business,0,0,51,2,15,38622,1204819,1000000,120,17379.76953,44.99966219,77.99914519,0,83.00001909,44.99966219
MRT-800S-782612,0,Self Contruction,2,Married,Business,0,0,50,26,20,22967,1000000,500000,84,11712.96973,50.99912799,76.99822329,0,50,50.99912799
MRT-D2M0-945232,1,Self Contruction,2,Married,Business,0,0,34,1,0,20250,733333,220000,60,5467.569824,27.00034481,35.99927459,0,30.00001364,27.00034481
MRT-6A70-929664,1,Self Contruction,2,Married,Business,0,0,32,3,0,28582,1300000,650000,180,10003.53027,34.99940618,55.00071626,0,50,34.99940618
MRT-AZ64-761719,0,Self Contruction,2,Married,Business,0,0,41,4,0,90530,1234568,1000000,180,15390.04004,16.99993377,19.00004943,0,80.99999352,16.99993377
MRT-43PQ-527038,1,Self Contruction,2,Unmarried,Business,0,0,30,1,13,41973,1333333,600000,180,9234.030273,21.99992918,31.00020235,0,45.00001125,21.99992918
MRT-039V-884836,1,Self Contruction,2,Married,Business,0,0,31,4,8,47160,461538,300000,84,6130.740234,12.99987327,19.99980503,0,65.000065,12.99987327
MRT-RQSQ-795318,1,Self Contruction,2,Unmarried,Corporate,0,0,30,29,7,19311,1304348,300000,120,5213.930176,26.99979377,52.99786721,0,22.99999693,26.99979377
MRT-G9EX-727110,1,Self Contruction,2,Married,Business,0,0,36,30,7,32979,1041667,750000,180,11542.53027,34.99963696,57.0001495,0,71.99997696,34.99963696
MRT-YMCE-741850,1,Self Contruction,2,Married,Business,0,0,28,3,5,21603,1145833,550000,180,8857.320313,41.00041806,98.00088861,0,48.00001396,41.00041806
MRT-ZN6N-995092,1,Self Contruction,2,Married,Ind/SmallBus,0,0,37,1,16,38475,1052632,800000,180,12312.03027,32.00007868,63.99849399,0,75.9999696,32.00007868
MRT-BFW8-957106,1,Self Contruction,2,Married,Corporate,0,0,23,3,2,22771,833333,600000,144,9791.540039,43.00004409,86.99724602,0,72.0000288,43.00004409
MRT-ZQF2-649418,1,Self Contruction,2,Married,Corporate,1,0,55,20,2,45616,2666667,320000,72,7298.490234,15.99984706,48.00059345,16139,11.9999985,51.37997684
MRT-3080-921916,0,Self Contruction,2,Unmarried,Corporate,0,0,29,7,5,19852,602410,500000,84,11712.96973,59.00145943,67.99982425,0,82.9999502,59.00145943
MRT-7OKF-723666,1,Self Contruction,2,Married,Corporate,1,0,34,1,5,11845,1071429,225000,144,3671.830078,30.99898757,95.00207188,1603,20.9999916,44.53212392
MRT-2D7E-707694,1,Self Contruction,2,Married,Govt,0,0,49,1,29,15639,1437500,230000,144,3753.419922,24.00038316,42.9994263,0,16,24.00038316
MRT-7N0I-868425,0,Self Contruction,2,Unmarried,Business,0,0,28,5,16,30033,892857,500000,84,11712.96973,39.00033206,41.00031408,0,56.00000896,39.00033206
MRT-IQ0C-540152,1,Self Contruction,2,Married,Business,0,0,40,10,15,21725,652174,300000,120,5213.930176,23.9996786,48.00156671,0,45.99999387,23.9996786
MRT-D437-704957,1,Self Contruction,2,Married,Business,0,0,34,5,14,20054,348837,300000,120,5213.930176,25.99945236,32.99955807,0,86.0000516,25.99945236
MRT-39Q3-707942,1,Self Contruction,2,Married,Business,0,0,41,3,15,33466,2083333,500000,84,11712.96973,34.99961073,60.99869663,0,24.00000384,34.99961073
MRT-KF62-730233,1,Self Contruction,2,Married,Business,0,0,48,20,18,43449,714286,400000,120,6951.910156,16.00016147,24.99967691,0,55.9999776,16.00016147
MRT-5025-714422,0,Self Contruction,2,Married,Govt,0,0,49,10,12,11297,172414,100000,60,2485.26001,21.99929193,30.99987539,0,57.9999304,21.99929193
MRT-A357-830152,1,Self Contruction,2,Married,Business,0,0,41,6,20,49645,1408451,1000000,180,15390.04004,31.00018137,52.99965576,0,70.99998509,31.00018137
MRT-4R4N-755281,0,Self Contruction,2,Married,Business,0,0,35,30,10,29966,1204819,1000000,156,19478.08984,65.00063353,88.00076734,0,83.00001909,65.00063353
MRT-AB1B-722822,1,Self Contruction,2,Married,Govt,1,0,46,10,18,23355,1538462,400000,84,8174.319824,35.00029897,74.00253326,3335,25.9999922,49.27989649
MRT-S26Y-578333,1,Self Contruction,2,Married,Business,0,0,44,30,25,57933,1126761,800000,120,13903.80957,23.99980938,35.99971408,0,70.99997249,23.99980938
MRT-RE9K-835874,1,Self Contruction,2,Married,Business,0,0,36,25,20,66274,1309091,720000,60,17893.84961,26.99980326,35.00019483,0,54.99999618,26.99980326
MRT-9M94-682831,1,Self Contruction,2,Married,Business,0,0,36,1,7,15642,514286,180000,120,3128.360107,19.99974496,39.00212078,0,34.99998056,19.99974496
MRT-S150-877209,0,Self Contruction,2,Married,Business,1,0,33,5,6,115865,1204819,1000000,120,17379.76953,15.00001686,18.0000513,2340,83.00001909,17.01960862
NAG-R092-704332,1,Self Contruction,2,Married,Business,0,1,37,1,20,46012,1818182,1000000,180,16104.20996,35.00002165,48.00062582,0,54.9999945,35.00002165
NAG-2641-625860,0,Self Contruction,2,Married,Corporate,0,1,28,1,6,61560,1204819,1000000,180,15390.04004,25.00006504,36.00009366,0,83.00001909,25.00006504
NAG-02V7-533468,1,Self Contruction,2,Married,Corporate,1,1,48,8,1,57933,800000,400000,120,6951.910156,11.99991396,16.00016147,7607,50,25.13059941
NAG-SI3D-962842,1,Self Contruction,2,Married,Business,1,1,44,2,20,34200,1818182,600000,180,9234.030273,27.00008852,39.00000115,2975,32.9999967,35.69891893
NAG-D35X-496834,1,Self Contruction,2,Married,Business,1,0,36,1,9,24624,555556,400000,180,6156.02002,25.0000813,38.99917656,1416,71.9999424,30.75056863
NAG-9481-503653,0,Self Contruction,2,Married,Business,0,1,48,3,10,34752,2000000,700000,180,10773.03027,30.99974181,48.99950093,0,35,30.99974181
NAG-6ZO5-769287,1,Self Contruction,2,Married,Business,0,1,42,12,6,33466,3000000,300000,84,7027.779785,20.99976031,33.00046856,0,10,20.99976031
NAG-N9F6-934105,1,Self Contruction,2,Married,Business,0,1,40,36,25,22367,909091,500000,180,8052.109863,35.99995468,64.00214501,0,54.9999945,35.99995468
NAG-P738-536925,1,Self Contruction,2,Married,Corporate,0,1,57,7,7,28576,2222222,800000,132,13430.66016,46.99979058,75.99966136,0,36.0000036,46.99979058
NAG-YE9L-516259,1,Self Contruction,2,Married,Business,0,0,51,20,30,108930,3030303,1000000,168,16339.5,15,41.00045167,0,33.00000033,15
NAG-M34M-503471,1,Self Contruction,2,Married,Business,1,1,29,5,12,27721,1176471,200000,120,3603.699951,12.9998916,40.99772413,5874,16.99999405,34.18960337
NAG-579X-961002,1,Self Contruction,2,Married,Govt,0,0,43,1,12,30340,517500,414000,180,6371.47998,21.00026361,27.00008467,0,80,21.00026361
NAG-INDO-960094,0,Self Contruction,2,Married,Business,1,0,28,12,10,39462,2325581,1000000,180,15390.04004,38.99964533,81.00021073,10915,43.00000731,66.65916588
NAG-0437-646457,1,Self Contruction,2,Married,Ind/SmallBus,0,0,53,25,10,31998,519481,400000,74,9919.30957,30.99977989,60.00066278,0,76.99992878,30.99977989
NAG-4156-714874,1,Self Contruction,2,Married,Ind/SmallBus,1,1,56,23,3,52545,1777778,800000,84,16814.26953,31.9997517,53.00006156,2338,44.99999438,36.44927116
NAG-51CF-882283,1,Self Contruction,2,Married,Business,1,0,28,27,18,32063,1785714,500000,180,7695.02002,23.99968817,39.99906445,7256,28.00000448,46.63013448
NAG-0Z2J-610169,0,Self Contruction,2,Married,Business,0,0,47,1,28,25650,800000,400000,180,6156.02002,24.00007805,30.00009756,0,50,24.00007805
NAG-V96M-594618,1,Self Contruction,2,Married,Corporate,0,1,34,1,12,23677,689655,200000,180,3078.01001,13.00000004,28.99952902,0,29.00000725,13.00000004
NAG-34TX-519119,1,Self Contruction,2,Married,Ind/SmallBus,0,0,50,1,7,21986,1250000,400000,180,6156.02002,27.99972719,52.00219648,0,32,27.99972719
NAG-X20Y-652545,1,Self Contruction,2,Married,Business,0,0,34,33,20,36603,2173913,500000,84,11712.96973,32.00002657,41.00031408,0,23.00000046,32.00002657
NAG-F4YH-596077,1,Self Contruction,2,Married,Ind/SmallBus,0,0,37,1,4,16372,1000000,500000,180,7695.02002,47.00109956,89.00092551,0,50,47.00109956
NAG-7JQ0-820803,1,Self Contruction,2,Married,Govt,0,0,44,8,15,30780,1785714,1000000,180,15390.04004,50.00013008,83.00097098,0,56.00000896,50.00013008
NAS-V53R-858470,1,Self Contruction,2,Married,Corporate,0,0,40,6,16,11543,697674,300000,180,4617.009766,39.99835195,84.99649789,0,43.0000258,39.99835195
NAS-H688-662875,1,Self Contruction,2,Married,Corporate,0,0,39,5,1,14735,652174,450000,180,6925.52002,47.00047519,66.00133441,0,68.9999908,47.00047519
NAS-78GZ-585222,1,Self Contruction,2,Married,Govt,0,0,45,5,20,18655,2222222,400000,180,6156.02002,32.99930324,49.00119414,0,18.0000018,32.99930324
NAS-T3I7-912498,1,Self Contruction,2,Unmarried,Business,0,0,25,5,5,19238,1034483,300000,180,4617.009766,23.999427,32.00034492,0,28.99999323,23.999427
NAS-X385-986375,1,Self Contruction,2,Married,Ind/SmallBus,0,0,43,6,8,15390,1052632,400000,180,6156.02002,40.00013008,57.00018537,0,37.9999848,40.00013008
NAS-4X93-623779,1,Self Contruction,2,Married,Business,0,0,32,10,10,23085,845070,600000,180,9234.030273,40.00013114,64.0007643,0,71.0000355,40.00013114
NAS-DJ87-917977,1,Self Contruction,2,Married,Corporate,0,0,37,5,3,12825,500000,375000,180,5771.27002,45.0001561,92.99500515,0,75,45.0001561
NAS-843J-594852,1,Self Contruction,2,Unmarried,Business,0,0,28,4,7,28438,1808511,850000,180,13081.54004,46.00021112,59.00027079,0,46.9999906,46.00021112
NAS-133S-875541,1,Self Contruction,2,Married,Ind/SmallBus,0,0,29,4,4,33104,1666667,800000,120,13903.80957,42.0003914,61.0003491,0,47.9999904,42.0003914
NAS-TK0S-496178,1,Self Contruction,2,Married,Business,0,0,39,10,3,28856,700000,525000,180,8079.77002,28.00031196,39.00067587,0,75,28.00031196
NAS-0W0R-886192,1,Self Contruction,2,Married,Ind/SmallBus,0,0,26,5,8,21474,810811,600000,180,9234.030273,43.0009792,82.00009123,0,73.99998273,43.0009792
PUN-1144-543982,1,Self Contruction,2,Married,Corporate,0,0,30,1,1,19391,1431818,630000,180,9695.730469,50.00118853,74.99791514,0,44.00000559,50.00118853
PUN-TVAP-636032,1,Self Contruction,2,Married,Corporate,0,0,34,3,3,13278,1047619,440000,180,6771.620117,50.99879588,97.00071791,0,42.00000191,50.99879588
PUN-J38Z-603510,1,Self Contruction,2,Married,Govt,0,0,42,10,10,14774,1000000,480000,180,7387.220215,50.00149056,69.00074925,0,48,50.00149056
PUN-ZM80-762029,1,Self Contruction,2,Married,Business,0,0,26,2,5,29925,1206897,700000,180,10773.03027,36.00010116,42.00011803,0,57.99997846,36.00010116
PUN-4R43-817825,1,Self Contruction,2,Married,Ind/SmallBus,0,0,29,3,4,11778,1704545,375000,180,5771.27002,49.00042469,83.00402732,0,22.00000587,49.00042469
PUN-7KIE-864890,1,Self Contruction,2,Married,Business,1,1,34,4,7,71820,1206897,700000,180,10773.03027,15.00004215,22.00014351,11319,57.99997846,30.76027607
PUN-V486-662771,1,Self Contruction,2,Married,Ind/SmallBus,0,0,36,3,8,22921,1458333,700000,180,10773.03027,47.00069924,77.99761275,0,48.00001097,47.00069924
PUN-1151-914894,1,Self Contruction,2,Unmarried,Business,0,0,34,22,3,53069,1562500,1000000,180,15390.04004,29.0000566,33.99986753,0,64,29.0000566
PUN-D2H5-849847,1,Self Contruction,2,Married,Corporate,0,0,36,5,4,41435,1000000,700000,180,10773.03027,25.99983172,30.99974181,0,70,25.99983172
PUN-17HO-903322,1,Self Contruction,2,Married,Business,1,0,33,1,8,45265,2173913,1000000,180,15390.04004,33.99986753,60.99896964,2585,46.00000092,39.71068163
PUN-4EAL-740099,1,Self Contruction,2,Married,Corporate,1,0,34,2,10,36087,1307692,680000,180,10465.23047,29.0000013,47.99903898,6748,52.00001224,47.69925588
PUN-DL1P-743852,1,Self Contruction,2,Married,Corporate,0,0,45,4,4,32063,1492537,1000000,180,15390.04004,47.99937635,61.99911388,0,67.00001407,47.99937635
PUN-H972-655281,1,Self Contruction,2,Married,Ind/SmallBus,0,0,44,5,10,23085,1034483,600000,180,9234.030273,40.00013114,70.00250378,0,57.99998647,40.00013114
PUN-GK37-678951,1,Self Contruction,2,Married,Ind/SmallBus,0,0,41,7,20,28500,1000000,500000,180,7695.02002,27.00007024,41.00074605,0,50,27.00007024
PUN-K6N3-803916,1,Self Contruction,2,Married,Ind/SmallBus,0,0,46,20,17,17489,1562500,500000,180,7695.02002,43.99919961,57.00014829,0,32,43.99919961
PUN-3327-549447,1,Self Contruction,2,Married,Business,0,0,34,6,25,31685,1346154,700000,180,10773.03027,34.00041115,45.99927529,0,51.99999406,34.00041115
PUN-T20J-636971,1,Self Contruction,2,Married,Business,0,0,32,2,25,35791,2631579,1000000,180,15390.04004,42.99974865,63.99983382,0,37.99999924,42.99974865
PUN-36Q0-549597,1,Self Contruction,2,Married,Ind/SmallBus,0,0,37,1,18,24624,2857143,800000,180,12312.03027,50.00012294,76.99831315,0,27.9999986,50.00012294
PUN-XP6L-765427,1,Self Contruction,2,Unmarried,Ind/SmallBus,0,0,27,25,2,45600,1666667,800000,180,12312.03027,27.00006639,29.00018908,0,47.9999904,27.00006639
PUN-BPU6-652769,1,Self Contruction,2,Unmarried,Corporate,0,0,23,6,1,20039,1008065,625000,180,9618.780273,48.00030078,70.99778767,0,61.99997024,48.00030078
PUN-461R-719650,1,Self Contruction,2,Unmarried,Business,0,0,38,1,3,14894,600000,300000,180,4617.009766,30.99912559,67.99719832,0,50,30.99912559
PUN-1K10-681991,1,Self Contruction,2,Unmarried,Govt,0,0,39,12,0,18468,1224490,600000,180,9234.030273,50.00016392,83.99918378,0,48.99999183,50.00016392
PUN-70BO-740701,1,Self Contruction,2,Married,Corporate,0,0,28,5,4,21546,2500000,700000,180,10773.03027,50.00014051,74.00075748,0,28,50.00014051
PUN-BAA8-744132,1,Self Contruction,2,Married,Corporate,0,0,38,38,13,18468,1500000,600000,180,9234.030273,50.00016392,72.00023605,0,40,50.00016392
PUN-872W-750080,1,Self Contruction,2,Unmarried,Corporate,0,0,30,30,10,26535,806452,500000,180,7695.02002,28.99951015,38.99964533,0,61.99997024,28.99951015
PUN-ESY5-792251,1,Self Contruction,2,Married,Corporate,0,0,32,6,8,25650,1176471,400000,180,6156.02002,24.00007805,54.00017561,0,33.9999881,24.00007805
RAJ-8RHY-558970,1,Self Contruction,2,Married,Business,1,0,44,15,15,34200,800000,600000,180,9234.030273,27.00008852,47.99890983,2107,75,33.16090723
RAJ-208M-840339,1,Self Contruction,2,Married,Business,0,0,41,15,15,18138,1706897,495000,180,7618.069824,42.00060549,81.00021078,0,28.99999238,42.00060549
RAJ-8D7T-714229,1,Self Contruction,2,Married,Ind/SmallBus,0,0,23,7,2,31685,1000000,700000,180,10773.03027,34.00041115,63.00017704,0,70,34.00041115
RAJ-QUH5-766019,1,Self Contruction,2,Married,Business,1,0,31,10,15,17100,506329,400000,180,6156.02002,36.00011707,67.99977929,1518,79.00001778,44.87731006
